lat,long,tot_hh,tot_illt,tot_lit,tot_pop,tot_sc,tot_st,tot_w,w_hh_income_10l_above_perc,w_hh_income_5l_above_perc,w_hh_income_20l_above_perc,w_pop_tt,pop_age_0_18_perc,pop_age_18_60_perc,pop_age_60_above_perc,pop_ratio_fm,avail_assets_comp_intnt_perc,avail_assets_comp_no_intnt_perc,avail_assets_tele_mob_mob_only_perc,avail_assets_tv_perc,f_illt_perc,f_l6_perc,f_lit_perc,f_pop_perc,f_sc_perc,f_st_perc,f_w_perc,hh_sz_1_perc,hh_sz_2_perc,hh_sz_3_perc,hh_sz_4_perc,hh_sz_5_perc,hh_sz_6_8_perc,hh_sz_9_plus_perc,m_illt_perc,m_lit_perc,m_pop_perc,m_sc_perc,m_st_perc,m_w_perc,mrd_cpl_1_perc,mrd_cpl_2_perc,mrd_cpl_3_perc,mrd_cpl_4_perc,mrd_cpl_5_plus_perc,mrd_cpl_none_perc,tot_illt_perc,tot_lit_perc,tot_sc_perc,tot_st_perc,tot_w_perc
19.051802534550866,72.84987878458222,295.0,257.0,1033.0,1290.0,142.0,15.0,489.0,86.14,95.05,56.77,1212.0,27.6,64.93,7.12,,8.475,10.169,63.051,74.576,11.008,4.496,36.899,47.907,5.426,0.62,7.829,4.068,10.169,22.034,26.78,16.271,16.61,4.068,8.837,43.178,52.093,5.659,0.62,30.078,70.508,12.203,2.373,0.339,0.0,14.237,19.922,80.078,11.008,1.163,37.907
19.051802534550866,72.85368027688872,246.0,215.0,864.0,1079.0,119.0,13.0,409.0,30.48,56.18,9.9,1014.0,25.04,65.92,8.54,,8.537,10.163,63.415,74.797,11.029,4.449,36.886,47.915,5.375,0.556,7.785,4.065,10.163,21.951,26.829,16.26,16.667,4.065,8.897,43.188,52.085,5.653,0.649,30.12,70.732,12.195,2.439,0.407,0.0,14.228,19.926,80.074,11.029,1.205,37.905
19.051802534550866,72.85748176919523,574.0,500.0,2013.0,2513.0,277.0,30.0,954.0,5.44,9.76,0.87,2362.0,25.04,65.92,8.54,,8.362,10.279,63.24,74.739,11.023,4.457,36.888,47.911,5.412,0.597,7.839,4.007,10.279,21.951,26.829,16.202,16.725,4.181,8.874,43.215,52.089,5.611,0.597,30.123,70.557,12.195,2.439,0.523,0.174,14.111,19.897,80.103,11.023,1.194,37.963
19.051802534550866,72.86128326150174,526.0,459.0,1844.0,2303.0,254.0,28.0,874.0,4.81,6.65,0.74,2164.0,25.04,65.92,8.54,,8.365,10.266,63.308,74.715,11.029,4.472,36.865,47.894,5.384,0.608,7.816,3.992,10.266,22.053,26.806,16.16,16.73,4.183,8.858,43.205,52.106,5.645,0.608,30.091,70.532,12.167,2.471,0.38,0.19,14.259,19.931,80.069,11.029,1.216,37.95
19.051802534550866,72.86508475380825,701.0,611.0,2457.0,3068.0,339.0,37.0,1164.0,15.04,27.29,3.22,2884.0,25.04,65.92,8.54,,8.417,10.271,63.195,74.608,11.05,4.465,36.864,47.914,5.411,0.587,7.823,3.994,10.414,21.969,26.676,16.262,16.69,4.137,8.866,43.22,52.086,5.639,0.619,30.117,70.613,12.126,2.568,0.428,0.143,14.123,19.915,80.085,11.05,1.206,37.94
19.051802534550866,72.86888624611476,646.0,563.0,2264.0,2827.0,312.0,34.0,1073.0,20.02,51.11,6.7,2658.0,27.6,64.93,7.12,,8.359,10.217,63.158,74.613,11.036,4.457,36.859,47.895,5.412,0.601,7.817,3.87,10.372,21.981,26.78,16.254,16.563,4.18,8.879,43.226,52.105,5.624,0.601,30.103,70.588,12.229,2.477,0.464,0.155,14.241,19.915,80.085,11.036,1.203,37.955
19.051802534550866,72.87268773842126,905.0,789.0,3173.0,3962.0,437.0,48.0,1503.0,30.83,68.74,4.3,3724.0,27.6,64.93,7.12,,8.398,10.276,63.204,74.696,11.03,4.467,36.875,47.905,5.401,0.581,7.824,3.978,10.387,21.989,26.74,16.243,16.685,4.088,8.884,43.21,52.095,5.628,0.606,30.111,70.608,12.155,2.541,0.442,0.11,14.144,19.914,80.086,11.03,1.212,37.935
19.051802534550866,72.87648923072777,807.0,704.0,2831.0,3535.0,390.0,42.0,1341.0,19.38,56.82,3.97,3323.0,27.6,64.93,7.12,,8.426,10.285,63.321,74.721,11.033,4.47,36.86,47.893,5.403,0.594,7.836,3.965,10.409,22.057,26.766,16.233,16.605,4.089,8.883,43.225,52.079,5.629,0.622,30.099,70.632,12.144,2.478,0.496,0.124,14.126,19.915,80.085,11.033,1.188,37.935
19.051802534550866,72.88029072303428,401.0,350.0,1407.0,1757.0,194.0,21.0,667.0,24.23,63.23,2.18,1651.0,27.6,64.93,7.12,,8.479,10.224,63.342,74.813,11.042,4.439,36.881,47.923,5.407,0.569,7.854,3.99,10.474,21.945,26.683,16.209,16.708,4.239,8.879,43.199,52.077,5.635,0.626,30.108,70.574,12.219,2.494,0.499,0.0,14.214,19.92,80.08,11.042,1.195,37.962
19.051802534550866,72.88409221534079,675.0,589.0,2367.0,2956.0,326.0,36.0,1121.0,28.65,67.96,3.46,2778.0,27.6,64.93,7.12,,8.444,10.222,63.259,74.667,11.028,4.465,36.874,47.903,5.413,0.575,7.815,4.0,10.37,22.074,26.815,16.148,16.593,4.148,8.863,43.2,52.097,5.616,0.609,30.108,70.667,12.148,2.519,0.444,0.148,14.222,19.926,80.074,11.028,1.218,37.923
19.051802534550866,72.8878937076473,1095.0,955.0,3840.0,4795.0,529.0,58.0,1819.0,30.8,70.11,4.17,4507.0,27.6,64.93,7.12,,8.402,10.228,63.288,74.703,11.032,4.463,36.872,47.904,5.401,0.584,7.821,3.927,10.32,22.009,26.758,16.164,16.621,4.11,8.863,43.212,52.096,5.631,0.605,30.115,70.594,12.146,2.466,0.457,0.091,14.155,19.917,80.083,11.032,1.21,37.935
19.051802534550866,72.8916951999538,1503.0,1310.0,5270.0,6580.0,726.0,79.0,2497.0,35.51,73.73,4.4,6185.0,27.6,64.93,7.12,,8.383,10.246,63.273,74.651,11.033,4.468,36.869,47.903,5.41,0.593,7.827,3.925,10.313,22.023,26.747,16.168,16.633,4.125,8.875,43.222,52.097,5.623,0.608,30.122,70.592,12.176,2.528,0.466,0.133,14.172,19.909,80.091,11.033,1.201,37.948
19.051802534550866,72.89549669226031,1208.0,1053.0,4235.0,5288.0,583.0,64.0,2006.0,47.73,80.97,5.07,4970.0,27.6,64.93,7.12,,8.361,10.265,63.245,74.669,11.044,4.463,36.876,47.901,5.408,0.586,7.829,3.974,10.348,22.02,26.738,16.225,16.639,4.139,8.869,43.211,52.099,5.635,0.605,30.106,70.613,12.169,2.483,0.414,0.083,14.156,19.913,80.087,11.025,1.21,37.935
19.051802534550866,72.89929818456682,1154.0,1006.0,4046.0,5052.0,557.0,61.0,1917.0,44.98,79.34,4.89,4749.0,27.6,64.93,7.12,,8.406,10.225,63.258,74.697,11.045,4.454,36.876,47.902,5.404,0.594,7.819,3.899,10.312,22.01,26.776,16.205,16.638,4.159,8.868,43.211,52.098,5.622,0.614,30.107,70.624,12.218,2.513,0.433,0.087,14.211,19.913,80.087,11.025,1.207,37.945
19.051802534550866,72.90309967687332,1053.0,918.0,3691.0,4609.0,509.0,55.0,1749.0,50.68,82.53,5.54,4333.0,27.6,64.93,7.12,,8.357,10.256,63.248,74.644,11.044,4.47,36.863,47.906,5.402,0.586,7.833,3.894,10.351,22.032,26.781,16.239,16.619,4.084,8.874,43.22,52.094,5.619,0.608,30.115,70.56,12.156,2.469,0.475,0.095,14.15,19.918,80.082,11.044,1.193,37.947
19.051802534550866,72.90690116917983,1151.0,1003.0,4034.0,5037.0,556.0,61.0,1911.0,46.97,80.68,4.98,4735.0,27.6,64.93,7.12,,8.427,10.252,63.249,74.631,11.038,4.467,36.867,47.905,5.4,0.596,7.822,3.91,10.339,21.981,26.759,16.16,16.594,4.083,8.874,43.22,52.095,5.638,0.615,30.117,70.547,12.163,2.52,0.434,0.087,14.162,19.913,80.087,11.038,1.211,37.939
19.051802534550866,72.91070266148634,1203.0,1049.0,4219.0,5268.0,581.0,63.0,1999.0,41.44,77.71,4.6,4952.0,27.6,64.93,7.12,,8.396,10.224,63.259,74.73,11.048,4.461,36.864,47.912,5.41,0.588,7.821,3.907,10.308,22.028,26.766,16.209,16.625,4.156,8.865,43.223,52.088,5.638,0.607,30.106,70.657,12.219,2.494,0.416,0.083,14.214,19.913,80.087,11.029,1.196,37.946
19.051802534550866,72.91450415379285,1161.0,1012.0,4070.0,5081.0,561.0,61.0,1928.0,32.91,71.69,4.52,4776.0,27.6,64.93,7.12,,8.355,10.25,63.221,74.677,11.041,4.468,36.863,47.904,5.412,0.59,7.833,3.962,10.336,21.964,26.701,16.193,16.624,4.134,8.876,43.22,52.096,5.629,0.61,30.112,70.543,12.145,2.498,0.431,0.086,14.126,19.917,80.102,11.041,1.201,37.945
19.051802534550866,72.91830564609936,1288.0,1122.0,4514.0,5636.0,622.0,68.0,2139.0,26.43,66.14,4.23,5298.0,27.6,64.93,7.12,,8.385,10.248,63.199,74.612,11.036,4.454,36.87,47.906,5.412,0.586,7.825,3.96,10.326,21.972,26.708,16.227,16.615,4.115,8.872,43.222,52.094,5.625,0.603,30.11,70.575,12.189,2.484,0.466,0.078,14.13,19.908,80.092,11.036,1.207,37.952
19.051802534550866,72.92210713840586,724.0,631.0,2540.0,3171.0,350.0,38.0,1203.0,24.82,64.14,3.89,2981.0,27.6,64.93,7.12,,8.425,10.221,63.26,74.724,11.038,4.447,36.865,47.903,5.393,0.599,7.821,4.006,10.359,21.961,26.796,16.16,16.713,4.144,8.862,43.236,52.097,5.613,0.599,30.117,70.58,12.155,2.486,0.414,0.138,14.227,19.899,80.101,11.038,1.198,37.938
19.051802534550866,72.92590863071237,1025.0,894.0,3595.0,4489.0,495.0,54.0,1703.0,24.37,63.9,4.08,4219.0,27.6,64.93,7.12,,8.39,10.244,63.317,74.732,11.049,4.455,36.868,47.917,5.413,0.579,7.819,3.902,10.341,22.049,26.732,16.195,16.683,4.098,8.866,43.217,52.083,5.636,0.601,30.118,70.634,12.195,2.537,0.488,0.098,14.146,19.915,80.085,11.027,1.203,37.937
19.051802534550866,72.92971012301888,988.0,861.0,3464.0,4325.0,477.0,52.0,1641.0,24.7,64.16,3.84,4065.0,27.6,64.93,7.12,,8.401,10.223,63.259,74.696,11.029,4.462,36.879,47.908,5.41,0.601,7.838,3.947,10.324,21.964,26.721,16.194,16.599,4.15,8.879,43.214,52.092,5.618,0.601,30.104,70.547,12.146,2.53,0.405,0.101,14.17,19.908,80.092,11.029,1.202,37.942
19.051802534550866,72.93351161532539,994.0,866.0,3484.0,4351.0,480.0,52.0,1651.0,25.13,64.65,4.11,4090.0,27.6,64.93,7.12,,8.35,10.262,63.28,74.648,11.032,4.459,36.865,47.897,5.401,0.598,7.837,3.924,10.362,22.032,26.761,16.197,16.6,4.125,8.872,43.208,52.08,5.631,0.621,30.108,70.624,12.173,2.515,0.402,0.101,14.185,19.903,80.074,11.032,1.195,37.945
19.051802534550866,72.9373131076319,846.0,738.0,2967.0,3705.0,409.0,45.0,1406.0,24.35,63.99,4.14,3482.0,27.6,64.93,7.12,,8.392,10.284,63.239,74.704,11.039,4.453,36.869,47.908,5.398,0.594,7.827,3.901,10.402,21.986,26.714,16.194,16.667,4.137,8.88,43.212,52.092,5.641,0.621,30.121,70.567,12.175,2.482,0.473,0.118,14.184,19.919,80.081,11.039,1.215,37.949
19.051802534550866,72.9411145999384,129.0,113.0,453.0,565.0,62.0,7.0,214.0,25.14,64.14,2.31,1559.0,27.6,64.93,7.12,,8.527,10.078,63.566,74.419,10.973,4.425,36.814,47.965,5.487,0.531,7.788,3.876,10.078,21.705,27.132,16.279,16.279,3.876,8.85,43.186,52.035,5.664,0.531,30.088,70.543,12.403,2.326,0.775,0.0,13.953,20.0,80.177,10.973,1.239,37.876
19.051802534550866,72.94491609224491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,27.6,64.93,7.12,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
19.051802534550866,72.94871758455142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,27.6,64.93,7.12,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
19.051802534550866,72.95251907685793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,27.6,64.93,7.12,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
19.051802534550866,72.95632056916443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,27.6,64.93,7.12,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
19.055395795687343,72.82707164224055,1695.0,1478.0,5944.0,7422.0,819.0,89.0,2816.0,95.47,98.22,92.09,6976.0,27.6,64.93,7.12,,8.378,10.206,63.245,74.69,11.035,4.46,36.863,47.898,5.403,0.593,7.828,3.953,10.324,22.006,26.726,16.224,16.637,4.13,8.879,43.223,52.088,5.632,0.606,30.113,70.619,12.153,2.478,0.413,0.118,14.159,19.914,80.086,11.035,1.199,37.941
19.055395795687343,72.83087321688785,1951.0,1701.0,6840.0,8541.0,942.0,103.0,3241.0,96.06,98.31,93.22,8028.0,27.6,64.93,7.12,,8.406,10.251,63.25,74.68,11.041,4.461,36.869,47.91,5.409,0.585,7.833,3.947,10.354,21.989,26.756,16.197,16.658,4.152,8.875,43.215,52.09,5.632,0.609,30.114,70.579,12.199,2.512,0.461,0.103,14.147,19.916,80.084,11.029,1.206,37.946
19.055395795687343,72.83467479153515,1887.0,1645.0,6617.0,8262.0,912.0,99.0,3135.0,97.5,99.0,95.13,7766.0,27.6,64.93,7.12,,8.373,10.228,63.275,74.669,11.038,4.466,36.868,47.906,5.41,0.593,7.831,3.922,10.334,21.993,26.762,16.216,16.64,4.134,8.872,43.222,52.094,5.628,0.617,30.114,70.588,12.189,2.491,0.424,0.106,14.149,19.91,80.09,11.038,1.198,37.945
19.055395795687343,72.83847636618245,1565.0,1364.0,5486.0,6850.0,756.0,82.0,2599.0,97.03,98.84,94.74,6439.0,27.6,64.93,7.12,,8.371,10.224,63.259,74.633,11.036,4.467,36.861,47.912,5.401,0.584,7.825,3.962,10.351,21.981,26.709,16.166,16.613,4.153,8.876,43.212,52.088,5.635,0.613,30.117,70.607,12.204,2.492,0.447,0.128,14.185,19.912,80.088,11.036,1.197,37.942
19.055395795687343,72.84227794082975,1027.0,895.0,3601.0,4497.0,496.0,54.0,1706.0,96.81,98.6,94.44,4227.0,27.6,64.93,7.12,,8.374,10.224,63.291,74.684,11.03,4.47,36.869,47.899,5.404,0.6,7.827,3.895,10.321,22.006,26.777,16.164,16.65,4.09,8.873,43.207,52.079,5.626,0.623,30.109,70.594,12.171,2.532,0.487,0.097,14.216,19.902,80.076,11.03,1.201,37.936
19.055395795687343,72.84607951547704,878.0,765.0,3077.0,3842.0,424.0,46.0,1458.0,92.27,97.04,82.75,3611.0,27.6,64.93,7.12,,8.428,10.251,63.212,74.601,11.036,4.451,36.856,47.892,5.414,0.599,7.834,3.986,10.364,21.982,26.765,16.173,16.629,4.1,8.876,43.207,52.082,5.622,0.599,30.115,70.501,12.187,2.506,0.456,0.114,14.123,19.912,80.088,11.036,1.197,37.949
19.055395795687343,72.84988109012434,993.0,865.0,3480.0,4345.0,479.0,52.0,1649.0,87.27,95.49,61.12,4084.0,27.6,64.93,7.12,,8.359,10.272,63.243,74.622,11.047,4.465,36.87,47.917,5.409,0.598,7.825,3.927,10.373,21.954,26.687,16.213,16.616,4.129,8.884,43.222,52.083,5.639,0.621,30.104,70.594,12.185,2.518,0.403,0.101,14.199,19.908,80.092,11.024,1.197,37.952
19.055395795687343,72.85368266477164,588.0,513.0,2063.0,2575.0,284.0,31.0,977.0,76.17,91.7,25.11,2421.0,27.6,64.93,7.12,,8.333,10.204,63.265,74.66,11.029,4.466,36.893,47.922,5.398,0.583,7.845,3.912,10.374,21.939,26.701,16.156,16.667,4.082,8.893,43.223,52.117,5.631,0.621,30.136,70.578,12.245,2.551,0.51,0.17,14.116,19.922,80.117,11.029,1.204,37.942
19.055395795687343,72.85748423941894,132.0,115.0,462.0,577.0,64.0,7.0,219.0,15.14,51.0,8.53,542.0,27.6,64.93,7.12,,8.333,9.848,62.879,74.242,11.092,4.506,36.915,47.834,5.373,0.52,7.799,3.788,10.606,21.97,26.515,15.909,16.667,3.788,8.839,43.154,51.993,5.546,0.693,30.156,70.455,12.121,2.273,0.758,0.0,14.394,19.931,80.069,11.092,1.213,37.955
19.055395795687343,72.86128581406624,111.0,96.0,388.0,484.0,53.0,6.0,184.0,17.58,51.98,8.92,455.0,27.6,64.93,7.12,,8.108,9.91,63.063,74.775,10.95,4.545,36.777,47.934,5.372,0.62,7.851,3.604,9.91,21.622,27.027,16.216,16.216,4.505,8.884,43.182,52.066,5.579,0.62,30.165,70.27,11.712,2.703,0.0,0.0,14.414,19.835,80.165,10.95,1.24,38.017
19.055395795687343,72.86508738871353,358.0,312.0,1255.0,1567.0,173.0,19.0,595.0,69.79,90.16,14.94,1473.0,27.6,64.93,7.12,,8.38,10.335,63.128,74.581,11.04,4.467,36.886,47.926,5.424,0.574,7.849,3.911,10.335,22.067,26.816,16.201,16.76,4.19,8.87,43.204,52.074,5.616,0.638,30.121,70.67,12.291,2.514,0.559,0.0,14.246,19.911,80.089,11.04,1.213,37.971
19.055395795687343,72.86888896336083,680.0,593.0,2385.0,2978.0,329.0,36.0,1130.0,54.31,84.03,6.72,2799.0,27.6,64.93,7.12,,8.382,10.294,63.235,74.706,11.048,4.466,36.87,47.918,5.406,0.604,7.824,3.971,10.294,22.059,26.765,16.176,16.618,4.118,8.865,43.217,52.082,5.641,0.604,30.121,70.588,12.206,2.5,0.441,0.147,14.118,19.913,80.087,11.048,1.209,37.945
19.055395795687343,72.87269053800813,1011.0,881.0,3544.0,4425.0,488.0,53.0,1679.0,27.5,65.96,4.04,4160.0,27.6,64.93,7.12,,8.408,10.188,63.205,74.679,11.028,4.452,36.881,47.91,5.401,0.588,7.819,3.956,10.386,21.958,26.706,16.222,16.617,4.154,8.881,43.232,52.09,5.627,0.61,30.124,70.623,12.166,2.473,0.396,0.099,14.144,19.91,80.09,11.028,1.198,37.944
19.055395795687343,72.87649211265543,845.0,737.0,2963.0,3699.0,408.0,44.0,1404.0,15.19,48.89,4.03,3477.0,27.6,64.93,7.12,,8.402,10.178,63.195,74.675,11.03,4.461,36.875,47.905,5.407,0.595,7.84,3.905,10.296,22.012,26.746,16.213,16.686,4.142,8.867,43.228,52.095,5.623,0.622,30.116,70.651,12.189,2.485,0.473,0.118,14.201,19.924,80.103,11.03,1.19,37.956
19.055395795687343,72.88029368730272,624.0,544.0,2187.0,2731.0,301.0,33.0,1036.0,13.87,45.81,4.36,2567.0,27.6,64.93,7.12,,8.333,10.256,63.301,74.679,11.022,4.467,36.873,47.895,5.419,0.586,7.836,4.006,10.417,21.955,26.763,16.186,16.667,4.167,8.861,43.208,52.105,5.639,0.622,30.099,70.513,12.179,2.564,0.481,0.16,14.103,19.919,80.081,11.022,1.208,37.935
19.055395795687343,72.88409526195002,822.0,716.0,2882.0,3598.0,397.0,43.0,1365.0,19.75,56.77,4.14,3382.0,27.6,64.93,7.12,,8.394,10.219,63.26,74.696,11.034,4.447,36.882,47.916,5.392,0.584,7.838,3.893,10.341,22.019,26.764,16.18,16.667,4.136,8.866,43.218,52.084,5.642,0.611,30.1,70.56,12.165,2.555,0.487,0.122,14.112,19.9,80.1,11.034,1.195,37.938
19.055395795687343,72.88789683659732,1306.0,1138.0,4578.0,5716.0,631.0,69.0,2169.0,30.52,69.61,4.17,5373.0,27.6,64.93,7.12,,8.423,10.26,63.247,74.655,11.039,4.461,36.879,47.918,5.406,0.595,7.82,3.905,10.337,21.975,26.723,16.233,16.616,4.135,8.87,43.23,52.099,5.633,0.612,30.108,70.597,12.175,2.527,0.459,0.077,14.165,19.909,80.091,11.039,1.207,37.946
19.055395795687343,72.89169841124462,1488.0,1297.0,5217.0,6515.0,719.0,78.0,2472.0,38.15,75.64,4.51,6124.0,27.6,64.93,7.12,,8.401,10.215,63.239,74.664,11.036,4.467,36.869,47.905,5.403,0.583,7.828,3.965,10.349,21.976,26.747,16.196,16.667,4.099,8.872,43.223,52.095,5.633,0.614,30.115,70.632,12.164,2.487,0.47,0.134,14.18,19.908,80.077,11.036,1.197,37.943
19.055395795687343,72.89549998589192,1498.0,1306.0,5251.0,6556.0,723.0,79.0,2488.0,49.65,81.91,5.39,6163.0,27.6,64.93,7.12,,8.411,10.214,63.218,74.633,11.043,4.454,36.867,47.91,5.4,0.595,7.825,3.939,10.347,21.963,26.702,16.222,16.622,4.139,8.877,43.228,52.09,5.628,0.61,30.11,70.561,12.15,2.47,0.467,0.134,14.152,19.921,80.095,11.028,1.205,37.95
19.055395795687343,72.89930156053921,1530.0,1333.0,5362.0,6696.0,739.0,80.0,2540.0,47.66,80.9,5.15,6294.0,27.6,64.93,7.12,,8.366,10.196,63.203,74.641,11.036,4.465,36.873,47.909,5.406,0.597,7.826,3.922,10.327,21.961,26.732,16.209,16.601,4.118,8.871,43.22,52.091,5.63,0.612,30.108,70.588,12.157,2.484,0.458,0.131,14.183,19.907,80.078,11.036,1.195,37.933
19.055395795687343,72.90310313518651,1153.0,1005.0,4043.0,5048.0,557.0,61.0,1915.0,51.51,82.7,5.82,4745.0,27.6,64.93,7.12,,8.413,10.234,63.226,74.675,11.034,4.457,36.866,47.9,5.408,0.594,7.825,3.903,10.321,22.029,26.713,16.219,16.652,4.163,8.875,43.225,52.1,5.626,0.614,30.111,70.598,12.142,2.515,0.434,0.087,14.137,19.909,80.091,11.034,1.208,37.936
19.055395795687343,72.90690470983381,1136.0,991.0,3984.0,4975.0,549.0,60.0,1888.0,44.57,79.3,4.79,4676.0,27.6,64.93,7.12,,8.363,10.211,63.292,74.736,11.035,4.462,36.864,47.899,5.407,0.583,7.819,3.961,10.387,22.007,26.761,16.197,16.637,4.137,8.864,43.216,52.101,5.628,0.603,30.111,70.599,12.148,2.465,0.44,0.088,14.173,19.92,80.08,11.035,1.206,37.95
19.055395795687343,72.91070628448111,1296.0,1129.0,4542.0,5671.0,626.0,68.0,2152.0,38.12,75.71,4.8,5331.0,27.6,64.93,7.12,,8.41,10.262,63.194,74.614,11.039,4.461,36.872,47.91,5.414,0.582,7.829,3.935,10.34,21.991,26.698,16.204,16.667,4.09,8.87,43.22,52.09,5.625,0.617,30.118,70.602,12.191,2.469,0.463,0.077,14.198,19.908,80.092,11.039,1.199,37.947
19.055395795687343,72.9145078591284,1371.0,1195.0,4808.0,6003.0,662.0,72.0,2278.0,34.1,72.73,4.39,5643.0,27.6,64.93,7.12,,8.388,10.212,63.239,74.69,11.044,4.464,36.865,47.909,5.397,0.583,7.829,3.939,10.357,22.028,26.769,16.193,16.63,4.158,8.879,43.228,52.091,5.631,0.616,30.118,70.605,12.181,2.48,0.438,0.146,14.15,19.907,80.093,11.028,1.199,37.948
19.055395795687343,72.9183094337757,917.0,799.0,3215.0,4015.0,443.0,48.0,1523.0,26.92,66.56,4.03,3774.0,27.6,64.93,7.12,,8.397,10.251,63.25,74.7,11.034,4.458,36.862,47.895,5.405,0.598,7.821,3.926,10.36,22.028,26.718,16.249,16.685,4.144,8.867,43.213,52.08,5.629,0.623,30.112,70.556,12.214,2.508,0.436,0.109,14.177,19.9,80.075,11.034,1.196,37.933
19.055395795687343,72.922111008423,807.0,704.0,2830.0,3534.0,390.0,42.0,1341.0,26.49,66.35,3.61,3322.0,27.6,64.93,7.12,,8.426,10.285,63.321,74.721,11.036,4.471,36.87,47.906,5.405,0.594,7.838,3.965,10.409,22.057,26.766,16.233,16.605,4.089,8.885,43.209,52.094,5.631,0.623,30.108,70.632,12.144,2.478,0.496,0.124,14.126,19.921,80.079,11.036,1.188,37.946
19.055395795687343,72.9259125830703,1023.0,892.0,3588.0,4480.0,494.0,54.0,1700.0,25.65,64.88,4.18,4211.0,27.6,64.93,7.12,,8.407,10.264,63.245,74.682,11.049,4.464,36.875,47.902,5.402,0.58,7.835,3.91,10.362,21.994,26.784,16.227,16.618,4.106,8.884,43.214,52.098,5.625,0.603,30.112,70.577,12.219,2.542,0.489,0.098,14.174,19.911,80.089,11.027,1.205,37.946
19.055395795687343,72.9297141577176,849.0,740.0,2976.0,3716.0,410.0,45.0,1410.0,24.28,64.01,4.12,3493.0,27.6,64.93,7.12,,8.363,10.247,63.251,74.676,11.033,4.467,36.868,47.901,5.409,0.592,7.831,3.887,10.365,22.026,26.737,16.137,16.608,4.122,8.881,43.219,52.099,5.624,0.619,30.113,70.554,12.132,2.473,0.471,0.118,14.134,19.914,80.086,11.033,1.211,37.944
19.055395795687343,72.9335157323649,889.0,775.0,3116.0,3891.0,429.0,47.0,1476.0,24.06,63.55,4.05,3657.0,27.6,64.93,7.12,,8.436,10.236,63.217,74.691,11.025,4.472,36.854,47.905,5.397,0.591,7.839,3.937,10.349,22.047,26.772,16.198,16.648,4.162,8.867,43.228,52.095,5.628,0.617,30.121,70.529,12.148,2.475,0.45,0.112,14.173,19.918,80.082,11.025,1.208,37.934
19.055395795687343,72.9373173070122,793.0,691.0,2780.0,3471.0,383.0,42.0,1317.0,24.03,63.15,4.29,3262.0,27.6,64.93,7.12,,8.323,10.214,63.178,74.653,11.034,4.466,36.877,47.911,5.416,0.576,7.836,3.909,10.34,21.942,26.734,16.141,16.646,4.161,8.874,43.215,52.089,5.618,0.605,30.107,70.618,12.232,2.522,0.378,0.126,14.124,19.908,80.092,11.034,1.21,37.943
19.055395795687343,72.94111888165949,52.0,46.0,183.0,229.0,25.0,3.0,87.0,24.39,64.79,0.73,1099.0,27.6,64.93,7.12,,7.692,9.615,63.462,75.0,10.917,4.367,36.681,48.035,5.24,0.437,7.86,3.846,9.615,21.154,26.923,15.385,17.308,3.846,8.734,43.231,51.965,5.677,0.437,30.131,71.154,11.538,1.923,0.0,0.0,13.462,20.087,79.913,10.917,1.31,37.991
19.055395795687343,72.94492045630679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,27.6,64.93,7.12,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
19.055395795687343,72.94872203095409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,27.6,64.93,7.12,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
19.055395795687343,72.95252360560139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,27.6,64.93,7.12,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
