lat,long,tot_hh,tot_illt,tot_lit,tot_pop,tot_sc,tot_st,tot_w,w_hh_income_10l_above_perc,w_hh_income_5l_above_perc,w_hh_income_20l_above_perc,w_pop_tt,pop_age_0_18_perc,pop_age_18_60_perc,pop_age_60_above_perc,pop_ratio_fm,avail_assets_comp_intnt_perc,avail_assets_comp_no_intnt_perc,avail_assets_tele_mob_mob_only_perc,avail_assets_tv_perc,f_illt_perc,f_l6_perc,f_lit_perc,f_pop_perc,f_sc_perc,f_st_perc,f_w_perc,hh_sz_1_perc,hh_sz_2_perc,hh_sz_3_perc,hh_sz_4_perc,hh_sz_5_perc,hh_sz_6_8_perc,hh_sz_9_plus_perc,m_illt_perc,m_lit_perc,m_pop_perc,m_sc_perc,m_st_perc,m_w_perc,mrd_cpl_1_perc,mrd_cpl_2_perc,mrd_cpl_3_perc,mrd_cpl_4_perc,mrd_cpl_5_plus_perc,mrd_cpl_none_perc,tot_illt_perc,tot_lit_perc,tot_sc_perc,tot_st_perc,tot_w_perc
18.911665350228287,72.82699949970734,181.0,158.0,636.0,794.0,88.0,10.0,301.0,96.2,99.24,88.0,1709.0,25.04,65.92,8.54,,8.287,10.497,63.536,75.138,11.083,4.408,36.902,47.985,5.416,0.63,7.809,3.867,10.497,22.099,27.072,16.022,16.575,3.867,8.816,43.199,52.141,5.668,0.63,30.101,70.718,12.155,2.762,0.552,0.0,14.365,19.899,80.101,11.083,1.259,37.909
18.915258611364763,72.81180778710163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.09,98.38,85.44,309.0,25.04,65.92,8.54,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
18.915258611364763,72.81560616416283,131.0,114.0,459.0,573.0,63.0,7.0,217.0,96.14,99.6,87.35,1502.0,25.04,65.92,8.54,,8.397,9.924,63.359,74.809,10.995,4.538,36.824,47.818,5.41,0.524,7.853,3.817,10.687,22.137,26.718,16.031,16.794,3.817,8.901,43.106,52.007,5.585,0.698,30.017,70.229,12.214,2.29,0.763,0.0,14.504,19.895,80.105,10.995,1.222,37.871
18.915258611364763,72.81940454122403,739.0,644.0,2592.0,3236.0,357.0,39.0,1228.0,95.6,99.54,87.84,3042.0,25.04,65.92,8.54,,8.39,10.284,63.329,74.696,11.032,4.45,36.867,47.899,5.408,0.587,7.818,3.924,10.284,22.057,26.793,16.238,16.644,4.195,8.869,43.232,52.101,5.624,0.618,30.13,70.636,12.179,2.436,0.406,0.135,14.208,19.901,80.099,11.032,1.205,37.948
18.915258611364763,72.82320291828523,986.0,860.0,3458.0,4318.0,476.0,52.0,1638.0,95.95,99.54,85.85,4119.0,25.04,65.92,8.54,,8.418,10.243,63.286,74.746,11.047,4.47,36.869,47.916,5.396,0.579,7.828,3.955,10.345,22.008,26.775,16.227,16.633,4.158,8.87,43.214,52.084,5.628,0.602,30.107,70.588,12.17,2.535,0.406,0.101,14.199,19.917,80.083,11.024,1.204,37.934
18.915258611364763,72.82700129534643,1176.0,1025.0,4124.0,5149.0,568.0,62.0,1954.0,95.7,99.75,85.37,4840.0,25.04,65.92,8.54,,8.418,10.204,63.265,74.66,11.031,4.467,36.881,47.912,5.399,0.583,7.827,3.912,10.374,22.024,26.786,16.241,16.667,4.167,8.876,43.232,52.088,5.632,0.602,30.122,70.578,12.16,2.466,0.425,0.085,14.201,19.907,80.093,11.031,1.204,37.949
18.915258611364763,72.83079967240764,251.0,219.0,882.0,1101.0,121.0,13.0,418.0,95.79,99.55,84.68,2447.0,25.04,65.92,8.54,,8.367,10.359,63.347,74.9,11.081,4.45,36.876,47.866,5.45,0.545,7.811,3.984,10.359,21.912,26.693,16.335,16.733,3.984,8.901,43.233,52.044,5.631,0.636,30.154,70.916,12.351,2.39,0.398,0.0,14.343,19.891,80.109,10.99,1.181,37.965
18.91885187250124,72.81180925659316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14,71.43,42.86,28.0,25.04,65.92,8.54,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
18.91885187250124,72.81560771529278,20.0,17.0,69.0,86.0,10.0,1.0,33.0,95.19,98.83,81.14,769.0,25.04,65.92,8.54,,10.0,10.0,60.0,75.0,11.628,4.651,37.209,47.674,5.814,1.163,8.14,5.0,10.0,20.0,25.0,15.0,15.0,5.0,9.302,43.023,52.326,5.814,1.163,30.233,70.0,10.0,0.0,0.0,0.0,15.0,19.767,80.233,11.628,1.163,38.372
18.91885187250124,72.8194061739924,29.0,25.0,101.0,126.0,14.0,2.0,48.0,95.57,99.25,74.19,1197.0,25.04,65.92,8.54,,6.897,10.345,62.069,75.862,11.111,4.762,36.508,47.619,5.556,0.794,7.937,3.448,10.345,20.69,27.586,17.241,17.241,3.448,8.73,42.857,52.381,5.556,0.794,30.159,68.966,13.793,3.448,0.0,0.0,13.793,19.841,80.159,11.111,1.587,38.095
18.91885187250124,72.82320463269203,194.0,169.0,680.0,849.0,94.0,10.0,322.0,95.72,99.21,72.27,2524.0,25.04,65.92,8.54,,8.247,10.309,63.402,74.742,11.072,4.476,36.867,47.939,5.418,0.589,7.774,4.124,10.309,22.165,26.804,15.979,16.495,4.124,8.834,43.227,52.061,5.654,0.589,30.153,70.619,12.371,2.577,0.515,0.0,13.918,19.906,80.094,11.072,1.178,37.927
18.91885187250124,72.82700309139165,1300.0,1133.0,4558.0,5692.0,628.0,68.0,2159.0,95.57,99.23,62.69,5353.0,25.04,65.92,8.54,,8.385,10.231,63.231,74.692,11.033,4.462,36.859,47.909,5.411,0.597,7.836,3.923,10.385,22.0,26.769,16.231,16.615,4.154,8.872,43.219,52.091,5.622,0.615,30.112,70.615,12.154,2.538,0.462,0.077,14.154,19.905,80.077,11.033,1.195,37.93
18.91885187250124,72.83080155009127,1336.0,1164.0,4682.0,5847.0,645.0,70.0,2218.0,95.58,99.32,64.83,5880.0,25.04,65.92,8.54,,8.383,10.254,63.249,74.626,11.031,4.464,36.874,47.905,5.404,0.581,7.833,3.967,10.329,22.006,26.722,16.168,16.617,4.117,8.876,43.219,52.095,5.627,0.616,30.118,70.584,12.201,2.47,0.449,0.075,14.147,19.908,80.075,11.031,1.197,37.934
18.922445133637716,72.81560926677321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.59,70.59,47.06,17.0,25.04,65.92,8.54,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
18.922445133637716,72.81940780712969,3.0,3.0,11.0,14.0,2.0,0.0,5.0,94.38,99.31,30.73,729.0,25.04,65.92,8.54,,0.0,0.0,66.667,66.667,14.286,7.143,35.714,50.0,7.143,0.0,7.143,0.0,0.0,33.333,33.333,33.333,33.333,0.0,7.143,42.857,50.0,7.143,0.0,28.571,66.667,0.0,0.0,0.0,0.0,0.0,21.429,78.571,14.286,0.0,35.714
18.922445133637716,72.82320634748618,260.0,227.0,913.0,1140.0,126.0,14.0,433.0,94.93,98.12,19.1,2764.0,25.04,65.92,8.54,,8.462,10.385,63.462,74.615,11.053,4.474,36.842,47.895,5.439,0.614,7.807,3.846,10.385,21.923,26.923,16.154,16.538,4.231,8.86,43.246,52.105,5.614,0.614,30.088,70.769,12.308,2.692,0.385,0.0,14.231,19.912,80.088,11.053,1.228,37.982
18.922445133637716,72.82700488784266,1107.0,965.0,3882.0,4847.0,535.0,58.0,1839.0,94.71,97.86,16.09,4574.0,25.04,65.92,8.54,,8.401,10.208,63.234,74.706,11.038,4.456,36.868,47.906,5.405,0.598,7.819,3.975,10.388,22.042,26.739,16.17,16.621,4.155,8.871,43.223,52.094,5.632,0.619,30.122,70.641,12.195,2.529,0.452,0.09,14.182,19.909,80.091,11.038,1.197,37.941
18.922445133637716,72.83080342819915,1867.0,1627.0,6544.0,8171.0,902.0,98.0,3100.0,94.68,97.96,14.37,7681.0,25.04,65.92,8.54,,8.409,10.23,63.203,74.665,11.039,4.455,36.874,47.913,5.409,0.587,7.833,3.964,10.337,22.014,26.727,16.176,16.658,4.124,8.873,43.226,52.099,5.63,0.612,30.119,70.595,12.159,2.517,0.428,0.107,14.194,19.912,80.088,11.039,1.199,37.939
18.922445133637716,72.83460196855563,485.0,423.0,1700.0,2122.0,234.0,26.0,805.0,91.73,94.93,8.29,4003.0,25.04,65.92,8.54,,8.454,10.309,63.299,74.639,11.027,4.477,36.852,47.926,5.419,0.613,7.823,3.918,10.309,22.062,26.804,16.289,16.701,4.124,8.86,43.214,52.121,5.608,0.613,30.113,70.515,12.165,2.474,0.412,0.206,14.227,19.934,80.113,11.027,1.225,37.936
18.922445133637716,72.83840050891212,394.0,344.0,1383.0,1727.0,190.0,21.0,655.0,87.3,90.36,1.22,1961.0,25.04,65.92,8.54,,8.376,10.152,63.198,74.873,11.06,4.459,36.885,47.887,5.385,0.579,7.817,4.061,10.406,22.081,26.65,16.244,16.751,4.061,8.859,43.196,52.056,5.617,0.637,30.11,70.558,12.183,2.538,0.508,0.0,14.213,19.919,80.081,11.002,1.216,37.927
18.926038394774192,72.8194094406359,184.0,160.0,644.0,805.0,89.0,10.0,305.0,93.75,96.91,9.18,1263.0,25.04,65.92,8.54,,8.152,10.326,63.043,74.457,11.056,4.472,36.894,47.95,5.342,0.621,7.826,3.804,10.326,21.739,26.63,16.304,16.848,4.348,8.82,43.23,52.05,5.59,0.621,30.062,70.652,11.957,2.717,0.543,0.0,14.13,19.876,80.0,11.056,1.242,37.888
18.926038394774192,72.82320806266769,1205.0,1050.0,4224.0,5274.0,582.0,63.0,2001.0,93.93,96.91,8.15,4957.0,25.04,65.92,8.54,,8.382,10.207,63.237,74.689,11.035,4.456,36.86,47.914,5.404,0.588,7.831,3.9,10.373,21.992,26.722,16.183,16.598,4.149,8.874,43.212,52.086,5.631,0.607,30.11,70.539,12.199,2.49,0.415,0.083,14.191,19.909,80.091,11.035,1.195,37.941
18.926038394774192,72.82700668469948,940.0,819.0,3295.0,4114.0,454.0,49.0,1561.0,92.99,96.2,7.34,3867.0,25.04,65.92,8.54,,8.404,10.213,63.191,74.681,11.035,4.473,36.874,47.91,5.396,0.583,7.827,3.936,10.319,22.021,26.702,16.17,16.596,4.149,8.872,43.218,52.09,5.639,0.608,30.117,70.532,12.128,2.447,0.426,0.106,14.149,19.908,80.092,11.035,1.191,37.944
